[1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 39, 7, 54],
[1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 40, 7, 53],
[0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 41, 7, 52],
[0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 41, 7, 52],
[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 42, 7, 51],
[1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 42, 7, 51],
[0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 43, 7, 50],
[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 43, 7, 50],
[1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 43, 7, 50],
[1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 44, 7, 49],
[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 45, 6, 49],
[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 44, 6, 50],
[1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 43, 6, 51],
[1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 44, 6, 50],
[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 44, 6, 50],
[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 44, 6, 50],
[0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 45, 6, 49],
[0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 45, 6, 49],
[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 45, 6, 49],
[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 46, 6, 48],
[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 46, 6, 48],
[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 47, 6, 47],
[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 48, 5, 47],
[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 49, 5, 46],
[0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 49, 5, 46],
[1, 0, 0, 1, 0, 1, 1, 1, 0, 2, 48, 6, 46],
[0, 0, 1, 0, 1, 1, 1, 0, 2, 0, 48, 6, 46],
[0, 1, 0, 1, 1, 1, 0, 2, 0, 0, 48, 6, 46],
[1, 0, 1, 1, 1, 0, 2, 0, 0, 1, 49, 6, 45],
[0, 1, 1, 1, 0, 2, 0, 0, 1, 1, 50, 5, 45],
[1, 1, 1, 0, 2, 0, 0, 1, 1, 0, 50, 4, 46],
[1, 1, 0, 2, 0, 0, 1, 1, 0, 1, 51, 3, 46],
[1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 50, 3, 47],
[0, 2, 0, 0, 1, 1, 0, 1, 0, 0, 49, 3, 48],
[2, 0, 0, 1, 1, 0, 1, 0, 0, 1, 49, 3, 48],
[0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 48, 3, 49],
[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 49, 3, 48],
[1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 49, 4, 47],
[1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 49, 4, 47],
[0, 1, 0, 0, 1, 0, 1, 2, 1, 0, 49, 4, 47],
[1, 0, 0, 1, 0, 1, 2, 1, 0, 1, 49, 4, 47],
[0, 0, 1, 0, 1, 2, 1, 0, 1, 1, 49, 4, 47],
[0, 1, 0, 1, 2, 1, 0, 1, 1, 1, 50, 4, 46],
[1, 0, 1, 2, 1, 0, 1, 1, 1, 0, 49, 4, 47],
[0, 1, 2, 1, 0, 1, 1, 1, 0, 0, 48, 4, 48],
[1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 48, 3, 49],
[2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 48, 3, 49],
[1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 49, 3, 48],
[0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 48, 3, 49],
[1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 49, 3, 48],
[1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 50, 3, 47],
[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 50, 3, 47],
[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 49, 3, 48],
[0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 50, 3, 47],
[0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 50, 4, 46],
[1, 1, 0, 1, 1, 1, 0, 1, 2, 1, 50, 4, 46],
[1, 0, 1, 1, 1, 0, 1, 2, 1, 1, 50, 4, 46],
[0, 1, 1, 1, 0, 1, 2, 1, 1, 1, 51, 3, 46],
[1, 1, 1, 0, 1, 2, 1, 1, 1, 1, 52, 3, 45],
[1, 1, 0, 1, 2, 1, 1, 1, 1, 0, 51, 3, 46],
[1, 0, 1, 2, 1, 1, 1, 1, 0, 0, 51, 3, 46],
[0, 1, 2, 1, 1, 1, 1, 0, 0, 1, 52, 3, 45],
[1, 2, 1, 1, 1, 1, 0, 0, 1, 1, 53, 3, 44],
[2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 53, 3, 44],
[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 54, 3, 43],
[1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 53, 3, 44],
[1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 53, 3, 44],
[1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 53, 3, 44],
[0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 53, 3, 44],
[0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 54, 3, 43],
[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 55, 3, 42],
[1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 56, 3, 41],
[1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 56, 3, 41],
[1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 55, 3, 42],
[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 54, 3, 43],
[1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 53, 3, 44],
[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 53, 3, 44],
[0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 53, 3, 44],
[1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 53, 3, 44],
[1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 54, 3, 43],
[1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 53, 3, 44],
[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 54, 3, 43],
[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 54, 3, 43],
[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 55, 3, 42],
[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 56, 3, 41],
[0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 56, 3, 41],
[1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 56, 3, 41],
[0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 56, 3, 41],
[1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 55, 3, 42],
[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 54, 3, 43],
[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 54, 3, 43],
[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 55, 3, 42],
[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 55, 3, 42],
[1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 55, 3, 42],
[1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 56, 3, 41],
[0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 56, 3, 41],
[1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 56, 3, 41],
[0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 56, 3, 41],
[1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 55, 3, 42],
[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 55, 3, 42],
[0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 55, 3, 42],
[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 55, 3, 42],
[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 56, 3, 41],
[1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 55, 3, 42],
[0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 55, 3, 42],
[1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 55, 3, 42],
[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 55, 3, 42],
[0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 54, 3, 43],
[1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 55, 3, 42],
[1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 56, 3, 41],
[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 55, 3, 42],
[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 55, 3, 42],
[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 54, 3, 43],
[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 55, 3, 42],
[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 54, 3, 43],
[1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 55, 3, 42],
[0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 55, 3, 42],
[1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 55, 3, 42],
[1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 56, 3, 41],
[0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 55, 3, 42],
[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 55, 3, 42],
[0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 54, 3, 43],
[1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 55, 3, 42],
[0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 55, 2, 43],
[1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 55, 2, 43],
[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 55, 2, 43],
[1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 54, 2, 44],
[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 54, 2, 44],
[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 54, 2, 44],
[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 54, 2, 44],
[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 54, 2, 44],
[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 53, 2, 45],
[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 53, 2, 45],
[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 53, 2, 45],
[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 54, 1, 45],
[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 53, 1, 46],
[0, 1, 0, 0, 0, 0, 1, 1, 0, 2, 53, 2, 45],
[1, 0, 0, 0, 0, 1, 1, 0, 2, 0, 52, 2, 46],
[0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 51, 2, 47],
[0, 0, 0, 1, 1, 0, 2, 0, 0, 1, 51, 2, 47],
[0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 51, 2, 47],
[0, 1, 1, 0, 2, 0, 0, 1, 0, 1, 52, 2, 46],
[1, 1, 0, 2, 0, 0, 1, 0, 1, 0, 52, 2, 46],
[1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 52, 2, 46],
[0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 51, 2, 47],
[2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 51, 2, 47],
[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 52, 2, 46],
[0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 52, 2, 46],
[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 51, 2, 47],
[0, 1, 0, 0, 0, 1, 1, 1, 0, 2, 50, 3, 47],
[1, 0, 0, 0, 1, 1, 1, 0, 2, 0, 50, 3, 47],
[0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 49, 3, 48],
[0, 0, 1, 1, 1, 0, 2, 0, 0, 1, 50, 2, 48],
[0, 1, 1, 1, 0, 2, 0, 0, 1, 0, 49, 2, 49],
[1, 1, 1, 0, 2, 0, 0, 1, 0, 1, 49, 2, 49],
[1, 1, 0, 2, 0, 0, 1, 0, 1, 1, 49, 2, 49],
[1, 0, 2, 0, 0, 1, 0, 1, 1, 1, 49, 2, 49],
[0, 2, 0, 0, 1, 0, 1, 1, 1, 0, 49, 2, 49],
[2, 0, 0, 1, 0, 1, 1, 1, 0, 1, 50, 2, 48],
[0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 50, 2, 48],
[0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 50, 2, 48],
[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 50, 2, 48],
[0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 49, 2, 49],
[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 50, 2, 48],
[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 50, 2, 48],
[1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 50, 2, 48],
[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 51, 2, 47],
[1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 50, 2, 48],
[1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 50, 2, 48],
[1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 50, 2, 48],
[1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 51, 2, 47],
[0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 52, 2, 46],
[1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 52, 2, 46],
[0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 53, 2, 45],
[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 52, 2, 46],
[0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 53, 2, 45],
[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 52, 2, 46],
[1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 53, 2, 45],
[1, 1, 1, 0, 1, 0, 1, 0, 1, 2, 52, 3, 45],
[1, 1, 0, 1, 0, 1, 0, 1, 2, 1, 53, 3, 44],
[1, 0, 1, 0, 1, 0, 1, 2, 1, 1, 53, 3, 44],
[0, 1, 0, 1, 0, 1, 2, 1, 1, 0, 52, 3, 45],
[1, 0, 1, 0, 1, 2, 1, 1, 0, 0, 51, 3, 46],
[0, 1, 0, 1, 2, 1, 1, 0, 0, 1, 52, 3, 45],
[1, 0, 1, 2, 1, 1, 0, 0, 1, 1, 52, 3, 45],
[0, 1, 2, 1, 1, 0, 0, 1, 1, 1, 53, 3, 44],
[1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 54, 3, 43],
[2, 1, 1, 0, 0, 1, 1, 1, 1, 2, 53, 4, 43],
[1, 1, 0, 0, 1, 1, 1, 1, 2, 2, 52, 5, 43],
[1, 0, 0, 1, 1, 1, 1, 2, 2, 1, 53, 5, 42],
[0, 0, 1, 1, 1, 1, 2, 2, 1, 1, 53, 5, 42],
[0, 1, 1, 1, 1, 2, 2, 1, 1, 2, 52, 5, 42],
[1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 52, 5, 42],
[1, 1, 1, 2, 2, 1, 1, 2, 1, 0, 52, 5, 42],
[1, 1, 2, 2, 1, 1, 2, 1, 0, 1, 52, 5, 42],
[1, 2, 2, 1, 1, 2, 1, 0, 1, 0, 51, 5, 43],
[2, 2, 1, 1, 2, 1, 0, 1, 0, 1, 52, 5, 42],
[2, 1, 1, 2, 1, 0, 1, 0, 1, 0, 51, 5, 43],
[1, 1, 2, 1, 0, 1, 0, 1, 0, 0, 50, 5, 44],
[1, 2, 1, 0, 1, 0, 1, 0, 0, 1, 50, 5, 44],
[2, 1, 0, 1, 0, 1, 0, 0, 1, 1, 50, 5, 44],
[1, 0, 1, 0, 1, 0, 0, 1, 1, 2, 51, 6, 42],
[0, 1, 0, 1, 0, 0, 1, 1, 2, 1, 51, 6, 42],
[1, 0, 1, 0, 0, 1, 1, 2, 1, 0, 51, 6, 42],
[0, 1, 0, 0, 1, 1, 2, 1, 0, 1, 52, 6, 41],
[1, 0, 0, 1, 1, 2, 1, 0, 1, 1, 51, 6, 42],
[0, 0, 1, 1, 2, 1, 0, 1, 1, 0, 51, 6, 42],
[1, 1, 2, 1, 0, 1, 1, 0, 1, 0, 51, 6, 42],
[1, 2, 1, 0, 1, 1, 0, 1, 0, 1, 52, 6, 41],
[2, 1, 0, 1, 1, 0, 1, 0, 1, 1, 53, 6, 40],
[1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 53, 6, 40],
[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 53, 6, 40],
[1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 53, 6, 40],
[1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 53, 6, 40],
[0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 53, 6, 40],
[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 53, 6, 40],
[0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 53, 6, 40],
[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 52, 6, 41],
[1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 53, 6, 40],
[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 53, 6, 40],
[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 53, 6, 40],
[1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 53, 6, 40],
[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 53, 6, 40],
[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 52, 6, 41],
[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 52, 6, 41],
[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 53, 6, 40],
[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 53, 6, 40],
[1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 53, 6, 40],
[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 53, 6, 40],
[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 54, 6, 39],
[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 54, 6, 39],
[0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 54, 6, 39],
[0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 53, 6, 40],
[0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 53, 6, 40],
[1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 54, 5, 40],
[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 54, 5, 40],
[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 55, 5, 39],
[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 56, 5, 38],
[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 55, 5, 39],
[0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 55, 5, 39],
[1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 56, 5, 38],
[0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 56, 5, 38],
[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 56, 5, 38],
[0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 55, 5, 39],
[1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 54, 5, 40],
[1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 55, 5, 39],
[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 56, 4, 39],
[0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 56, 4, 39],
[0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 56, 4, 39],
[1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 56, 4, 39],
[0, 1, 0, 0, 1, 1, 0, 0, 1, 2, 56, 5, 38],
[1, 0, 0, 1, 1, 0, 0, 1, 2, 1, 56, 5, 38],
[0, 0, 1, 1, 0, 0, 1, 2, 1, 1, 56, 5, 38],
[0, 1, 1, 0, 0, 1, 2, 1, 1, 0, 55, 5, 39],
[1, 1, 0, 0, 1, 2, 1, 1, 0, 2, 55, 6, 38],
[1, 0, 0, 1, 2, 1, 1, 0, 2, 0, 54, 6, 39],
[0, 0, 1, 2, 1, 1, 0, 2, 0, 1, 54, 6, 39],
[0, 1, 2, 1, 1, 0, 2, 0, 1, 1, 54, 6, 39],
[1, 2, 1, 1, 0, 2, 0, 1, 1, 1, 54, 6, 39],
[2, 1, 1, 0, 2, 0, 1, 1, 1, 1, 55, 6, 38],
[1, 1, 0, 2, 0, 1, 1, 1, 1, 0, 54, 6, 39],
[1, 0, 2, 0, 1, 1, 1, 1, 0, 0, 53, 6, 40],
[0, 2, 0, 1, 1, 1, 1, 0, 0, 1, 54, 6, 39],
[2, 0, 1, 1, 1, 1, 0, 0, 1, 0, 53, 6, 40],
[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 54, 6, 39],
[1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 54, 6, 39],
[1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 54, 6, 39],
[1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 53, 6, 40],
[1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 53, 6, 40],
[0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 52, 6, 41],
[0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 53, 6, 40],
[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 52, 7, 40],
[0, 1, 1, 1, 0, 1, 0, 1, 0, 2, 51, 7, 41],
